Suhu_C,Kelembaban_persen,Tekanan_Udara_hPa,Kecepatan_Angin_kmjam,Arah_Angin_derajat,Curah_Hujan_mm,Kondisi_Cuaca
16.5,62,1011.6,13.1,52,0.0,Cerah
28.5,66,1010.9,21.0,323,4.0,Berawan
24.0,88,1008.4,24.3,72,2.9,Berawan
24.7,93,1006.5,23.2,301,0.6,Berawan
20.5,76,1007.7,14.2,173,2.1,Berawan
17.9,87,1012.9,3.4,73,2.9,Berawan
17.0,73,1005.4,4.2,20,0.0,Cerah
19.9,71,1007.0,29.4,149,0.2,Berawan
17.7,58,1011.3,12.5,121,0.0,Cerah
25.2,79,1007.4,26.6,264,0.7,Berawan
18.6,76,1006.1,3.5,123,1.7,Berawan
19.0,95,1008.8,12.3,158,4.5,Berawan
26.8,98,1011.9,9.2,14,3.6,Berawan
30.5,78,1010.3,27.3,82,3.2,Berawan
16.4,61,1008.8,12.7,21,0.0,Cerah
16.7,92,1007.5,16.8,114,27.9,Hujan
16.3,88,1008.4,18.2,145,2.8,Berawan
24.3,88,1005.4,13.8,240,3.3,Berawan
30.8,69,1009.8,17.8,109,0.0,Cerah
16.3,69,1006.9,27.5,79,2.7,Berawan
24.7,88,1006.2,7.3,127,2.8,Berawan
24.5,59,1008.5,11.7,346,0.0,Cerah
23.8,93,1011.7,29.6,296,1.1,Berawan
23.1,61,1007.8,22.3,236,4.7,Berawan
26.6,58,1012.4,18.8,61,0.8,Berawan
30.9,94,1008.6,5.0,116,1.1,Berawan
16.7,85,1007.6,25.3,57,0.3,Berawan
24.7,81,1010.2,22.9,87,0.2,Berawan
22.9,59,1010.7,3.7,17,0.0,Cerah
18.9,92,1008.3,11.0,196,1.0,Berawan
26.5,94,1008.7,21.2,222,3.9,Berawan
17.6,64,1008.0,20.4,194,3.4,Berawan
20.1,66,1007.1,19.4,166,3.0,Berawan
22.5,88,1005.9,23.6,122,31.1,Hujan
32.0,65,1012.9,10.3,338,0.0,Cerah
31.4,86,1009.0,7.5,10,3.1,Berawan
20.0,81,1007.5,7.1,305,1.4,Berawan
29.4,82,1006.7,17.9,222,1.5,Berawan
30.6,97,1005.8,16.7,199,1.7,Berawan
27.2,92,1009.7,23.9,236,3.8,Berawan
30.7,70,1010.0,24.0,71,2.7,Berawan
24.0,60,1010.5,23.1,306,1.6,Berawan
19.3,59,1008.2,7.3,220,0.0,Cerah
25.4,85,1007.4,7.7,180,1.5,Berawan
19.1,62,1004.5,8.0,68,0.0,Cerah
16.6,70,1009.0,11.8,355,0.0,Cerah
22.9,75,1011.9,26.4,207,4.1,Berawan
16.2,84,1010.8,4.9,305,1.2,Berawan
24.0,83,1008.9,7.7,51,3.6,Berawan
29.8,76,1008.3,14.2,264,2.7,Berawan
19.6,89,1008.8,11.2,140,0.2,Berawan
20.4,85,1008.3,8.7,288,1.8,Berawan
32.0,76,1010.2,12.6,208,1.2,Berawan
30.6,61,1007.1,27.1,238,0.3,Berawan
26.3,67,1006.2,13.5,150,0.0,Cerah
24.5,57,1005.6,29.2,246,0.3,Berawan
28.4,78,1011.8,7.6,128,1.4,Berawan
26.6,97,1006.5,26.3,320,3.3,Berawan
19.4,88,1005.6,9.7,160,14.7,Hujan
25.2,63,1007.9,26.4,256,0.8,Berawan
28.0,78,1012.0,16.7,1,4.7,Berawan
24.6,89,1006.3,15.7,16,1.4,Berawan
18.5,65,1008.9,22.4,193,1.3,Berawan
19.5,59,1007.8,12.7,22,0.0,Cerah
17.9,83,1009.4,12.8,102,1.1,Berawan
18.5,57,1008.2,18.0,14,0.0,Cerah
29.7,97,1009.6,27.6,22,0.8,Berawan
18.3,55,1004.5,21.5,201,2.4,Berawan
23.5,75,1007.0,21.3,2,3.9,Berawan
21.3,56,1010.4,3.2,85,0.0,Cerah
28.1,61,1006.6,13.3,265,0.0,Cerah
16.0,57,1012.5,25.2,309,0.2,Berawan
20.8,76,1006.5,14.7,195,3.6,Berawan
19.1,79,1010.4,7.0,154,1.9,Berawan
16.9,95,1007.9,13.1,230,40.6,Hujan
24.9,83,1010.3,19.6,208,4.2,Berawan
30.2,92,1008.4,24.6,228,2.8,Berawan
30.8,89,1004.3,3.4,160,1.6,Berawan
18.3,86,1004.6,14.0,143,41.2,Hujan
20.0,88,1012.8,14.9,50,1.4,Berawan
26.8,81,1008.7,27.0,19,4.1,Berawan
22.7,96,1010.7,18.3,162,1.6,Berawan
16.9,60,1009.8,15.3,106,0.0,Cerah
21.3,81,1008.3,8.3,32,0.2,Berawan
17.3,92,1004.0,8.4,107,27.5,Hujan
30.5,64,1011.7,24.2,44,0.9,Berawan
29.3,74,1010.8,20.5,24,1.3,Berawan
23.8,85,1006.7,23.3,190,3.1,Berawan
17.8,93,1012.7,6.9,69,4.7,Berawan
18.1,77,1011.6,18.4,222,4.1,Berawan
18.8,79,1008.0,19.8,200,2.9,Berawan
27.8,64,1007.2,13.9,40,0.0,Cerah
18.0,69,1011.5,20.6,40,3.9,Berawan
18.5,71,1010.2,24.3,228,4.9,Berawan
26.9,72,1010.0,12.8,308,0.0,Cerah
20.6,64,1007.6,8.7,280,0.0,Cerah
28.6,87,1004.0,14.3,281,4.2,Berawan
23.8,91,1012.2,16.3,98,3.8,Berawan
17.7,93,1010.6,29.4,52,2.7,Berawan
28.7,84,1008.9,12.8,71,1.2,Berawan
23.1,90,1005.5,20.6,6,13.0,Hujan
21.5,60,1005.7,17.0,258,0.0,Cerah
20.9,76,1012.8,4.4,326,1.6,Berawan
19.6,71,1010.8,9.8,255,0.0,Cerah
17.7,97,1008.3,5.5,48,2.9,Berawan
29.1,70,1009.2,9.3,271,0.0,Cerah
21.4,74,1009.5,6.9,296,0.0,Cerah
19.9,67,1006.6,5.2,167,0.0,Cerah
19.4,86,1004.9,4.4,263,31.3,Hujan
16.7,57,1004.2,16.1,319,0.0,Cerah
20.5,73,1010.9,29.5,19,3.3,Berawan
27.3,89,1011.5,16.8,349,1.0,Berawan
16.2,65,1008.7,22.4,198,3.1,Berawan
26.4,67,1004.8,11.9,225,0.0,Cerah
22.0,84,1007.1,24.4,199,2.0,Berawan
18.3,79,1010.1,15.3,78,2.7,Berawan
18.0,75,1011.9,11.0,30,0.5,Berawan
18.4,64,1009.4,19.2,5,1.0,Berawan
25.0,76,1007.3,9.9,124,4.4,Berawan
27.0,72,1009.0,29.3,142,3.0,Berawan
26.7,79,1005.9,12.2,138,2.4,Berawan
31.8,55,1005.4,13.2,220,0.0,Cerah
18.1,60,1009.8,17.0,332,0.0,Cerah
17.0,64,1008.9,22.6,170,0.5,Berawan
26.5,80,1011.3,11.5,310,1.6,Berawan
21.2,75,1012.6,13.3,126,0.0,Cerah
20.4,91,1012.3,27.2,81,4.5,Berawan
28.6,74,1009.7,17.9,127,0.0,Cerah
16.8,66,1012.1,16.4,146,0.0,Cerah
17.7,78,1004.2,14.1,262,4.8,Berawan
30.7,58,1008.1,4.5,78,0.0,Cerah
19.3,78,1007.1,26.5,32,2.4,Berawan
31.7,58,1004.2,3.3,212,0.0,Cerah
22.8,73,1007.4,7.0,110,0.0,Cerah
18.2,80,1008.6,4.1,227,3.0,Berawan
16.7,63,1008.6,24.0,4,4.0,Berawan
21.5,74,1011.6,20.8,183,0.4,Berawan
29.5,91,1012.1,14.1,36,3.4,Berawan
24.2,68,1004.4,24.7,126,3.2,Berawan
22.6,60,1009.9,3.9,195,0.0,Cerah
24.2,62,1009.8,5.7,187,0.0,Cerah
28.1,91,1008.4,3.9,7,1.6,Berawan
16.1,63,1011.1,24.5,174,2.8,Berawan
28.1,71,1008.8,22.5,282,1.6,Berawan
21.8,97,1007.8,12.3,11,39.9,Hujan
28.2,87,1004.5,27.2,38,0.2,Berawan
20.9,94,1006.4,15.3,226,45.0,Hujan
30.4,81,1011.5,10.8,72,2.9,Berawan
26.7,90,1007.1,30.0,251,3.5,Berawan
19.6,85,1006.3,10.3,132,4.0,Berawan
19.1,61,1010.8,12.0,17,0.0,Cerah
30.2,95,1004.5,4.1,178,1.0,Berawan
17.5,95,1012.0,16.8,291,0.2,Berawan
24.4,89,1006.6,21.5,111,0.6,Berawan
23.0,63,1006.0,11.8,60,0.0,Cerah
21.1,77,1012.9,24.3,275,2.3,Berawan
27.2,80,1009.8,24.7,38,0.9,Berawan
27.5,62,1005.7,18.4,280,4.2,Berawan
19.6,68,1009.1,23.9,234,3.8,Berawan
24.4,63,1007.8,25.8,331,4.7,Berawan
24.3,62,1012.3,6.4,263,0.0,Cerah
17.3,65,1011.1,15.7,1,0.0,Cerah
31.7,80,1010.6,7.1,264,1.0,Berawan
25.7,72,1007.7,29.7,308,2.0,Berawan
22.5,76,1004.2,7.9,284,0.3,Berawan
29.5,79,1005.2,11.2,176,0.4,Berawan
19.3,87,1006.7,27.4,78,13.8,Hujan
17.2,70,1007.9,25.9,209,2.0,Berawan
16.8,65,1005.6,8.9,355,0.0,Cerah
19.3,80,1009.9,25.3,141,2.5,Berawan
23.3,90,1009.9,23.4,38,1.9,Berawan
26.8,85,1006.2,12.8,272,2.5,Berawan
22.4,67,1004.6,29.3,106,1.5,Berawan
20.9,81,1004.3,8.5,209,3.3,Berawan
24.7,82,1007.8,6.7,283,2.7,Berawan
17.3,65,1008.0,13.6,111,0.0,Cerah
17.0,71,1008.2,18.6,112,4.7,Berawan
28.0,82,1004.8,9.9,150,1.2,Berawan
25.5,67,1013.0,9.9,212,0.0,Cerah
27.9,86,1005.0,28.0,296,4.0,Berawan
23.6,59,1007.4,15.5,342,0.0,Cerah
16.9,92,1011.3,27.8,93,1.4,Berawan
25.5,70,1011.0,25.1,287,0.2,Berawan
20.5,75,1008.6,3.5,230,4.6,Berawan
30.6,64,1007.0,8.6,59,0.0,Cerah
25.6,61,1008.8,10.7,327,0.0,Cerah
17.2,86,1006.5,27.9,247,35.7,Hujan
29.3,94,1006.7,25.6,225,1.6,Berawan
24.0,97,1005.1,9.5,171,16.2,Hujan
22.0,72,1004.9,10.6,321,0.0,Cerah
22.3,66,1010.9,10.4,343,0.0,Cerah
18.7,70,1008.4,7.2,157,0.0,Cerah
19.4,65,1011.2,18.5,301,0.7,Berawan
18.0,95,1008.1,5.5,56,1.2,Berawan
29.2,91,1009.7,23.2,79,4.0,Berawan
16.6,96,1012.7,22.2,144,4.4,Berawan
19.9,98,1007.4,28.4,144,20.9,Hujan
18.8,90,1005.1,7.1,251,36.3,Hujan
22.1,96,1012.2,26.8,56,2.8,Berawan
16.7,78,1012.5,14.0,11,0.2,Berawan
29.0,69,1008.2,10.6,265,0.0,Cerah
24.0,60,1011.7,18.6,89,1.8,Berawan
30.6,74,1009.6,24.3,266,0.5,Berawan
25.5,60,1005.1,15.9,42,0.0,Cerah
20.5,55,1008.8,29.3,254,0.4,Berawan
16.9,60,1009.4,25.5,343,0.9,Berawan
27.8,56,1010.9,17.5,292,0.0,Cerah
28.7,60,1005.8,14.5,138,0.0,Cerah
16.9,91,1008.1,25.6,51,4.5,Berawan
23.5,56,1008.2,16.7,272,0.0,Cerah
32.0,93,1010.6,18.3,85,3.9,Berawan
24.3,94,1006.6,9.2,75,2.2,Berawan
30.7,84,1006.5,26.5,299,2.9,Berawan
29.8,87,1007.5,29.7,340,1.8,Berawan
27.4,57,1012.1,5.6,290,0.0,Cerah
21.6,73,1012.0,23.9,275,2.9,Berawan
18.3,58,1009.7,8.8,39,0.0,Cerah
23.0,87,1012.9,10.1,94,2.9,Berawan
25.5,77,1009.6,17.0,141,0.4,Berawan
19.6,61,1012.1,26.8,106,4.6,Berawan
24.7,71,1009.8,17.2,90,0.0,Cerah
16.4,64,1007.3,3.8,57,0.0,Cerah
21.5,78,1005.0,10.3,214,1.1,Berawan
28.1,69,1010.9,9.4,211,0.0,Cerah
27.0,83,1012.6,29.5,329,1.5,Berawan
23.9,70,1004.4,5.4,209,0.0,Cerah
29.5,64,1004.7,7.0,257,0.0,Cerah
16.7,81,1010.2,20.3,243,0.7,Berawan
25.9,83,1009.9,22.2,323,2.3,Berawan
30.4,89,1012.7,8.1,111,4.9,Berawan
25.6,83,1009.6,8.5,26,2.0,Berawan
31.9,67,1007.4,29.4,236,1.7,Berawan
30.3,68,1010.7,8.2,19,0.0,Cerah
25.9,66,1012.9,21.0,62,4.6,Berawan
21.7,82,1009.7,10.4,123,0.4,Berawan
17.1,61,1005.1,20.2,335,3.8,Berawan
22.5,92,1010.2,4.8,133,1.0,Berawan
16.2,67,1007.1,27.9,42,1.4,Berawan
19.9,78,1006.0,6.4,276,4.8,Berawan
17.1,71,1009.1,16.9,175,0.0,Cerah
29.3,82,1006.5,8.5,204,1.7,Berawan
16.8,70,1008.6,14.0,341,0.0,Cerah
16.4,64,1008.2,22.6,53,4.3,Berawan
24.9,75,1012.1,27.8,250,0.3,Berawan
30.7,83,1010.7,26.7,206,2.4,Berawan
29.0,60,1005.0,8.6,219,0.0,Cerah
25.2,96,1009.0,15.3,234,1.0,Berawan
31.0,87,1009.8,30.0,181,1.4,Berawan
31.3,71,1009.9,22.4,112,4.1,Berawan
22.2,94,1005.9,24.4,58,47.1,Hujan
21.5,83,1005.7,7.9,290,0.9,Berawan
26.3,91,1005.6,15.5,125,2.0,Berawan
20.0,63,1005.2,7.6,314,0.0,Cerah
30.6,78,1006.1,4.0,220,2.4,Berawan
19.3,74,1007.7,24.4,39,1.4,Berawan
31.0,56,1010.1,12.0,211,0.0,Cerah
21.5,80,1006.5,10.9,16,0.2,Berawan
18.0,66,1009.8,25.6,0,1.4,Berawan
17.9,74,1011.9,10.7,258,0.0,Cerah
30.0,82,1012.0,13.7,196,2.8,Berawan
24.1,63,1007.1,24.0,203,4.7,Berawan
18.9,93,1011.4,22.5,196,0.2,Berawan
25.6,94,1008.3,19.9,29,4.2,Berawan
26.4,96,1010.6,22.4,98,4.6,Berawan
21.0,73,1005.5,25.0,333,2.4,Berawan
16.7,68,1007.7,19.7,347,3.2,Berawan
16.3,57,1007.4,13.1,241,0.0,Cerah
28.6,68,1005.6,11.5,155,0.0,Cerah
19.5,75,1012.1,8.9,314,2.1,Berawan
18.3,67,1012.3,12.2,116,0.0,Cerah
20.6,68,1011.3,9.0,182,0.0,Cerah
30.2,86,1012.0,20.3,223,4.8,Berawan
26.8,82,1012.7,22.3,287,3.2,Berawan
26.3,64,1006.4,24.0,301,4.1,Berawan
31.0,94,1011.6,4.5,273,3.8,Berawan
30.5,75,1010.6,3.4,333,0.0,Cerah
28.9,97,1008.7,20.6,135,2.8,Berawan
24.8,74,1009.4,24.7,108,0.6,Berawan
30.8,77,1011.4,9.3,209,3.4,Berawan
26.1,87,1011.5,5.0,85,1.4,Berawan
30.3,64,1005.3,12.1,245,0.0,Cerah
17.3,64,1008.7,14.2,347,0.0,Cerah
17.3,57,1006.2,5.8,159,0.0,Cerah
28.7,84,1011.6,7.4,300,0.8,Berawan
25.2,62,1012.2,4.2,162,0.0,Cerah
17.6,68,1009.0,5.4,231,0.0,Cerah
23.5,61,1012.4,8.5,206,0.0,Cerah
20.8,84,1010.9,13.4,240,3.0,Berawan
24.1,57,1005.8,12.5,201,0.0,Cerah
25.4,83,1010.5,12.8,74,1.4,Berawan
27.2,73,1008.8,26.3,163,1.5,Berawan
28.2,89,1010.3,15.7,152,1.9,Berawan
22.3,76,1006.0,27.0,165,3.6,Berawan
23.8,90,1012.5,21.8,322,0.4,Berawan
24.8,58,1007.2,15.3,265,0.0,Cerah
29.3,94,1009.1,13.6,71,2.6,Berawan
20.0,86,1004.0,14.8,306,22.2,Hujan
24.9,57,1012.2,29.4,288,3.7,Berawan
23.1,86,1011.4,10.8,216,3.0,Berawan
21.0,83,1004.7,28.3,60,1.2,Berawan
16.5,92,1009.8,13.2,157,4.6,Berawan
21.1,60,1012.1,24.6,164,0.4,Berawan
17.0,79,1004.4,8.6,20,0.5,Berawan
29.8,76,1008.0,27.9,144,3.9,Berawan
18.3,63,1005.4,23.1,29,3.7,Berawan
17.2,58,1011.2,5.9,1,0.0,Cerah
27.8,84,1004.8,17.4,8,0.2,Berawan
23.7,75,1004.4,29.0,80,0.2,Berawan
17.3,68,1008.7,19.1,234,0.9,Berawan
20.3,96,1009.3,20.6,12,1.6,Berawan
28.9,85,1008.0,11.6,339,3.9,Berawan
17.6,58,1005.4,13.0,32,0.0,Cerah
24.1,91,1012.0,14.2,343,1.9,Berawan
16.4,96,1005.0,19.5,42,10.8,Hujan
21.6,65,1006.9,27.0,51,4.0,Berawan
18.3,58,1009.3,16.0,110,0.0,Cerah
18.5,58,1010.8,10.3,85,0.0,Cerah
17.6,80,1004.4,8.7,106,3.0,Berawan
17.5,82,1008.2,4.1,312,1.3,Berawan
17.3,96,1005.8,15.3,134,34.8,Hujan
22.9,78,1006.0,13.9,242,4.4,Berawan
17.9,76,1010.5,29.9,134,1.9,Berawan
29.9,79,1008.3,24.3,260,1.4,Berawan
24.7,81,1006.3,25.8,260,1.7,Berawan
20.3,84,1010.2,12.5,65,1.1,Berawan
21.7,85,1010.1,14.5,57,1.6,Berawan
17.3,94,1009.1,7.1,70,2.0,Berawan
24.1,74,1006.4,21.6,61,4.8,Berawan
21.7,67,1009.9,11.8,226,0.0,Cerah
27.2,98,1005.0,13.0,313,1.1,Berawan
21.7,57,1008.4,29.5,192,0.7,Berawan
31.6,75,1010.7,26.0,321,1.1,Berawan
31.3,71,1012.1,9.7,255,0.0,Cerah
27.5,79,1004.7,9.6,285,2.7,Berawan
25.0,82,1005.8,13.7,41,4.0,Berawan
18.7,90,1008.6,22.2,156,2.0,Berawan
17.2,81,1008.4,21.6,351,2.5,Berawan
21.6,66,1007.0,12.9,112,0.0,Cerah
19.5,94,1012.1,22.5,67,4.6,Berawan
29.6,56,1012.9,6.8,189,0.0,Cerah
25.6,90,1012.1,18.8,330,3.6,Berawan
28.6,69,1011.5,15.9,72,0.0,Cerah
18.1,64,1007.5,24.4,192,0.1,Berawan
19.2,71,1010.5,10.6,110,0.0,Cerah
20.0,70,1012.6,5.9,111,0.0,Cerah
31.1,63,1011.6,14.4,102,0.0,Cerah
30.7,95,1006.4,28.9,278,1.2,Berawan
26.1,78,1010.2,24.9,25,2.7,Berawan
22.3,68,1005.6,29.3,215,3.5,Berawan
20.1,80,1009.3,6.3,165,2.4,Berawan
20.2,63,1008.3,14.1,340,0.0,Cerah
19.3,98,1004.6,27.6,50,48.1,Hujan
19.7,92,1007.2,23.4,111,18.5,Hujan
19.5,76,1012.3,28.5,96,4.4,Berawan
25.1,65,1007.7,17.9,30,0.0,Cerah
21.5,75,1007.0,3.1,131,4.7,Berawan
22.3,76,1007.8,18.6,9,1.0,Berawan
16.8,69,1011.2,11.4,185,0.0,Cerah
22.5,56,1006.5,11.5,324,0.0,Cerah
28.9,79,1010.2,18.5,209,2.4,Berawan
16.9,62,1012.2,4.2,40,0.0,Cerah
22.7,96,1005.5,6.9,21,45.0,Hujan
22.2,79,1010.9,5.2,189,2.9,Berawan
30.8,96,1009.2,20.8,183,2.2,Berawan
22.5,89,1004.3,10.4,140,11.4,Hujan
30.4,61,1004.7,23.4,127,3.1,Berawan
29.8,79,1009.0,16.7,194,4.0,Berawan
29.2,72,1007.1,4.7,39,0.0,Cerah
28.4,93,1012.9,6.8,139,2.9,Berawan
17.9,67,1007.1,16.8,59,0.0,Cerah
26.9,96,1010.4,11.8,238,4.6,Berawan
29.7,86,1012.3,16.4,63,4.2,Berawan
19.1,58,1011.5,29.1,324,0.7,Berawan
31.5,74,1009.8,26.1,23,2.5,Berawan
27.1,97,1007.0,22.4,40,4.7,Berawan
25.3,96,1010.7,4.5,116,0.9,Berawan
17.5,86,1005.8,28.1,76,43.7,Hujan
22.7,61,1008.1,10.7,64,0.0,Cerah
27.0,94,1011.7,14.5,42,0.2,Berawan
21.1,96,1007.1,13.4,197,31.9,Hujan
27.1,95,1010.2,27.5,214,3.9,Berawan
20.5,93,1005.7,29.3,185,20.9,Hujan
25.2,69,1012.3,17.7,218,0.0,Cerah
25.8,86,1010.1,14.8,225,4.6,Berawan
20.2,96,1004.7,4.7,11,48.0,Hujan
25.3,96,1011.5,15.6,204,4.6,Berawan
27.5,58,1005.0,23.3,335,1.6,Berawan
28.8,83,1009.0,5.0,232,1.4,Berawan
26.1,91,1007.4,19.0,289,1.2,Berawan
22.3,59,1009.9,19.8,44,1.2,Berawan
16.1,66,1006.5,16.8,234,0.0,Cerah
16.6,80,1009.9,21.1,26,3.9,Berawan
28.6,73,1008.0,28.8,222,1.0,Berawan
24.5,85,1007.9,20.1,70,4.0,Berawan
30.2,65,1005.8,11.4,109,0.0,Cerah
27.8,75,1005.2,18.9,53,0.4,Berawan
30.5,96,1010.7,29.5,229,2.9,Berawan
29.0,73,1010.1,28.0,350,2.9,Berawan
29.0,85,1009.0,16.0,119,3.7,Berawan
24.6,59,1011.0,3.0,86,0.0,Cerah
17.4,77,1010.3,27.3,314,1.8,Berawan
29.9,69,1011.0,28.4,309,1.7,Berawan
17.9,67,1010.4,14.1,115,0.0,Cerah
16.3,79,1012.3,18.6,186,4.6,Berawan
29.8,79,1011.2,26.7,288,0.6,Berawan
30.9,91,1007.5,18.5,294,1.2,Berawan
19.7,56,1009.6,29.4,147,4.9,Berawan
19.8,80,1007.5,14.8,198,0.3,Berawan
21.6,68,1008.0,12.4,317,0.0,Cerah
22.1,60,1006.3,20.4,69,2.5,Berawan
27.9,69,1012.6,29.0,107,1.4,Berawan
18.9,93,1008.1,27.9,25,0.6,Berawan
16.9,63,1006.6,15.6,184,0.0,Cerah
27.4,85,1006.7,18.1,192,2.5,Berawan
16.2,74,1004.2,7.6,277,0.0,Cerah
31.0,68,1010.5,4.5,1,0.0,Cerah
28.9,56,1004.5,23.0,339,4.3,Berawan
26.4,82,1012.9,9.8,61,0.3,Berawan
28.5,97,1008.5,23.6,215,2.9,Berawan
28.8,63,1011.9,9.2,76,0.0,Cerah
28.5,88,1008.1,8.2,353,1.5,Berawan
27.9,64,1008.7,29.6,280,2.8,Berawan
16.6,65,1011.7,23.3,180,4.4,Berawan
28.8,90,1004.9,9.3,126,2.7,Berawan
32.0,69,1004.6,25.7,295,0.9,Berawan
25.9,85,1011.1,18.7,264,3.5,Berawan
22.9,84,1007.2,12.4,225,3.0,Berawan
27.3,83,1006.7,19.2,185,3.6,Berawan
28.8,61,1004.2,25.5,153,3.8,Berawan
19.3,66,1007.1,4.5,252,0.0,Cerah
30.9,90,1008.4,9.0,5,1.7,Berawan
29.6,97,1004.6,25.5,99,1.2,Berawan
21.6,80,1009.1,3.9,121,1.1,Berawan
28.5,60,1006.8,24.2,322,4.7,Berawan
20.2,57,1010.3,26.1,3,2.3,Berawan
18.7,58,1004.4,9.3,200,0.0,Cerah
25.0,94,1009.6,19.1,236,2.4,Berawan
21.8,71,1010.2,15.1,58,0.0,Cerah
28.9,80,1007.3,18.7,203,4.5,Berawan
17.4,68,1004.3,10.0,40,0.0,Cerah
22.6,85,1011.6,20.0,351,2.7,Berawan
22.9,64,1007.3,24.5,203,1.0,Berawan
20.5,70,1008.0,18.1,28,2.5,Berawan
30.8,90,1011.8,28.2,90,3.5,Berawan
31.7,89,1010.1,6.4,184,3.6,Berawan
20.2,69,1012.8,15.7,70,0.0,Cerah
20.4,61,1012.5,10.1,327,0.0,Cerah
24.0,56,1004.4,26.1,335,2.3,Berawan
24.0,73,1012.3,21.1,164,0.8,Berawan
30.6,94,1010.9,26.2,193,4.3,Berawan
29.4,92,1009.1,9.5,349,1.6,Berawan
18.3,59,1004.2,19.0,329,1.0,Berawan
30.4,77,1007.3,27.8,198,3.5,Berawan
17.4,59,1012.0,27.7,247,3.4,Berawan
27.8,62,1006.8,13.6,142,0.0,Cerah
27.7,60,1011.2,6.0,169,0.0,Cerah
19.6,81,1005.6,9.9,175,0.3,Berawan
20.1,96,1010.1,14.6,96,1.6,Berawan
20.7,61,1009.3,16.9,173,0.0,Cerah
27.0,86,1010.8,6.1,353,3.0,Berawan
31.7,80,1010.2,20.0,16,2.5,Berawan
25.4,69,1010.8,13.4,207,0.0,Cerah
22.3,77,1006.1,19.8,93,1.1,Berawan
29.6,71,1005.3,9.2,162,0.0,Cerah
20.8,57,1011.6,19.0,27,4.3,Berawan
19.3,70,1012.8,3.3,94,0.0,Cerah
25.2,95,1011.5,11.3,130,2.9,Berawan
30.4,68,1008.5,4.4,264,0.0,Cerah
28.7,76,1007.9,7.3,156,0.9,Berawan
23.0,69,1004.6,15.4,64,0.0,Cerah
30.1,67,1006.5,9.5,90,0.0,Cerah
17.7,87,1009.5,16.2,152,1.1,Berawan
31.1,87,1005.0,22.8,223,1.0,Berawan
16.6,89,1007.5,7.0,132,16.2,Hujan
25.7,90,1009.8,15.8,93,4.8,Berawan
18.6,55,1008.5,21.3,239,1.5,Berawan
31.0,95,1007.2,10.9,209,1.0,Berawan
28.1,76,1012.5,6.7,61,0.5,Berawan
30.8,81,1004.1,25.9,55,4.9,Berawan
29.5,58,1011.2,28.5,218,4.6,Berawan
22.4,75,1007.1,24.5,191,4.7,Berawan
25.3,56,1005.2,22.1,281,4.6,Berawan
23.7,79,1010.7,21.7,336,4.2,Berawan
19.5,94,1012.0,18.5,56,1.6,Berawan
24.3,87,1013.0,7.1,104,1.5,Berawan
27.1,57,1005.5,28.9,282,2.2,Berawan
18.6,81,1008.1,8.2,113,2.9,Berawan
19.2,87,1010.4,17.8,123,4.0,Berawan
30.3,83,1011.4,9.8,3,0.2,Berawan
29.5,82,1011.0,12.7,74,2.9,Berawan
21.9,93,1009.7,16.3,83,0.9,Berawan
17.6,71,1008.7,8.6,109,0.0,Cerah
20.7,71,1010.5,18.5,289,2.8,Berawan
20.1,58,1007.5,11.3,190,0.0,Cerah
25.7,86,1004.9,15.7,220,1.3,Berawan
23.3,56,1004.8,29.7,350,3.1,Berawan
16.6,97,1008.2,29.9,187,0.6,Berawan
26.0,97,1009.7,19.4,123,2.5,Berawan
23.1,83,1012.9,3.5,210,2.7,Berawan
18.7,98,1007.8,8.6,272,10.9,Hujan
23.9,76,1011.8,7.4,41,1.7,Berawan
17.6,95,1004.9,22.2,24,10.3,Hujan
19.7,93,1012.5,3.0,348,0.7,Berawan
28.3,68,1012.8,21.4,37,1.9,Berawan
19.2,82,1004.8,4.9,328,4.6,Berawan
29.9,86,1008.1,28.6,242,3.6,Berawan
18.5,72,1010.1,28.2,21,2.9,Berawan
23.5,73,1008.3,10.5,247,0.0,Cerah
31.2,86,1011.8,18.3,341,3.0,Berawan
18.3,63,1006.1,28.3,309,4.3,Berawan
31.1,74,1009.6,12.8,275,0.0,Cerah
26.2,62,1009.2,6.1,41,0.0,Cerah
24.5,63,1009.4,13.4,162,0.0,Cerah
17.8,61,1011.3,9.2,36,0.0,Cerah
28.7,82,1011.7,19.7,306,3.2,Berawan
31.2,92,1010.8,15.7,217,4.5,Berawan
25.8,75,1012.2,4.0,356,0.0,Cerah
26.3,64,1008.0,12.4,83,0.0,Cerah
16.1,78,1007.5,5.2,95,0.8,Berawan
28.1,58,1009.2,14.4,257,0.0,Cerah
26.8,94,1012.7,24.9,308,1.0,Berawan
28.4,95,1006.7,3.1,94,2.6,Berawan
25.7,71,1012.2,11.7,33,0.0,Cerah
27.2,95,1012.7,4.8,182,1.2,Berawan
25.7,88,1011.8,21.4,24,3.0,Berawan
23.3,79,1010.3,3.6,12,1.6,Berawan
21.3,94,1005.1,6.3,151,27.4,Hujan
17.6,75,1009.2,5.5,36,0.0,Cerah
25.2,59,1012.0,27.7,225,1.7,Berawan
28.1,93,1010.5,8.0,49,1.7,Berawan
31.8,76,1009.6,8.3,262,3.0,Berawan
18.0,77,1012.5,10.3,75,0.8,Berawan
18.8,74,1009.1,5.7,227,0.0,Cerah
22.5,60,1004.7,17.1,356,0.0,Cerah
26.9,76,1005.2,21.0,151,2.4,Berawan
